19.06.2025; 03:33; Start Datenerfassung

Zeit	Ausgangsspannung Br�ckenverst�rker
[s]	[V]
0,000	0,042842
0,209	0,042842
0,417	0,043500
0,625	0,043171
0,834	0,043500
1,043	0,044158
1,251	0,045802
1,459	0,045145
1,668	0,045145
1,876	0,045474
2,085	0,046460
2,293	0,047447
2,502	0,047447
2,710	0,049749
2,919	0,050078
3,127	0,050407
3,335	0,051064
3,544	0,050736
3,753	0,051393
3,961	0,053038
4,169	0,053367
4,378	0,055011
4,586	0,054353
4,794	0,053367
5,002	0,055340
5,210	0,054682
5,418	0,055340
5,626	0,057642
5,834	0,056655
6,042	0,057971
6,250	0,058629
6,458	0,058300
6,666	0,059615
6,875	0,059944
7,083	0,060931
7,292	0,061917
7,501	0,062575
7,710	0,063233
7,918	0,062575
8,126	0,064877
8,334	0,063233
8,542	0,063562
8,750	0,065864
8,959	0,065206
9,168	0,067508
9,376	0,066851
9,584	0,066522
9,792	0,067508
10,000	0,069153
10,208	0,069811
10,416	0,068824
10,624	0,069482
10,833	0,069811
11,041	0,071126
11,249	0,070468
11,457	0,071126
11,665	0,069811
11,874	0,071784
12,083	0,073099
12,291	0,075730
12,499	0,075073
12,707	0,076059
12,915	0,077046
13,123	0,076717
13,332	0,075073
13,541	0,077375
13,749	0,078361
13,957	0,078361
14,165	0,078033
14,374	0,080664
14,582	0,079019
14,790	0,080335
14,998	0,080664
15,207	0,082966
15,415	0,082308
15,623	0,081650
15,831	0,081979
16,040	0,084939
16,249	0,084281
16,457	0,083623
16,665	0,084610
16,873	0,084939
17,081	0,086583
17,290	0,086912
17,499	0,086255
17,708	0,087241
17,917	0,089214
18,125	0,090530
18,333	0,088886
18,542	0,090530
18,751	0,090859
18,959	0,090530
19,167	0,090859
19,376	0,089872
19,585	0,091845
19,794	0,091517
20,003	0,092832
20,211	0,094148
20,419	0,095134
20,628	0,092503
20,836	0,096121
21,044	0,094476
21,252	0,096779
21,461	0,096121
21,669	0,099081
21,877	0,096779
22,086	0,099081
22,295	0,098423
22,503	0,100396
22,711	0,099410
22,920	0,101054
23,128	0,101383
23,336	0,103027
23,545	0,103027
23,754	0,104672
23,963	0,102698
24,172	0,101712
24,380	0,104014
24,588	0,104014
24,796	0,104014
25,005	0,108289
25,215	0,150715
25,423	0,225370
25,631	0,559511
25,840	1,089664
26,047	1,375460
26,255	1,404730
26,463	1,403415
26,672	1,389602
26,881	1,386971
27,089	1,392891
27,297	1,390917
27,506	1,388615
27,714	1,391575
27,922	1,389602
28,131	1,390589
28,339	1,393220
28,547	1,390917
28,755	1,389931
28,963	1,393877
29,172	1,392233
29,380	1,392891
29,588	1,395851
29,796	1,394206
30,004	1,393877
30,213	1,395522
30,421	1,396508
30,629	1,396180
30,838	1,397495
31,046	1,398482
31,254	1,396837
31,463	1,398811
31,672	1,399797
31,881	1,400126
32,090	1,400126
32,298	1,399797
32,506	1,399139
32,715	1,401442
32,923	1,403744
33,131	1,401442
33,340	1,402428
33,548	1,404402
33,757	1,402757
33,966	1,404402
34,174	1,405388
34,383	1,404402
34,591	1,377762
34,800	0,578915
35,009	0,180643
35,218	0,135915
35,426	0,134600
35,634	0,135915
35,843	0,135915
36,051	0,135257
36,260	0,137231
