19.06.2025; 04:23; Start Datenerfassung

Zeit	Ausgangsspannung Br�ckenverst�rker
[s]	[V]
0,000	-0,008463
0,208	-0,008463
0,417	-0,009778
0,625	-0,010765
0,834	-0,011423
1,042	-0,012738
1,251	-0,013396
1,459	-0,015040
1,668	-0,014382
1,877	-0,015698
2,085	-0,016356
2,293	-0,017342
2,501	-0,019316
2,709	-0,019973
2,918	-0,020302
3,126	-0,021289
3,333	-0,022604
3,541	-0,023591
3,749	-0,022604
3,957	-0,024907
4,165	-0,025564
4,373	-0,025564
4,581	-0,026551
4,789	-0,027866
4,997	-0,028853
5,205	-0,029840
5,413	-0,029840
5,622	-0,031155
5,830	-0,032142
6,038	-0,032142
6,247	-0,032800
6,455	-0,034115
6,663	-0,035102
6,871	-0,036746
7,079	-0,036746
7,287	-0,037733
7,495	-0,038062
7,703	-0,038391
7,911	-0,039706
8,118	-0,040364
8,326	-0,041351
8,534	-0,042337
8,742	-0,043324
8,950	-0,043653
9,158	-0,044968
9,366	-0,045955
9,574	-0,046613
9,782	-0,047599
9,990	-0,047928
10,198	-0,048586
10,406	-0,048915
10,614	-0,049901
10,822	-0,050559
11,030	-0,051875
11,237	-0,052204
11,445	-0,052204
11,654	-0,053190
11,862	-0,053190
12,070	-0,053848
12,278	-0,053848
12,486	-0,055163
12,694	-0,054506
12,902	-0,055821
13,110	-0,056479
13,318	-0,056808
13,526	-0,057466
13,735	-0,057794
13,943	-0,057137
14,152	-0,058452
14,361	-0,058123
14,569	-0,059439
14,777	-0,060097
14,986	-0,060754
15,194	-0,060426
15,402	-0,061412
15,611	-0,061412
15,820	-0,062070
16,028	-0,061412
16,236	-0,058781
16,445	-0,063057
16,653	-0,062728
16,861	-0,064372
17,069	-0,062399
17,277	-0,062070
17,485	-0,063714
17,693	-0,063385
17,901	-0,064372
18,109	-0,066016
18,317	-0,065688
18,525	-0,066345
18,733	-0,066674
18,941	-0,067332
19,149	-0,068976
19,357	-0,069305
19,565	-0,068647
19,773	-0,068976
19,982	-0,069963
20,190	-0,070621
20,399	-0,070950
20,607	-0,071607
20,816	-0,072265
21,024	-0,072594
21,232	-0,072923
21,441	-0,074238
21,650	-0,073910
21,858	-0,074896
22,067	-0,074567
22,275	-0,075883
22,484	-0,077198
22,692	-0,076869
22,901	-0,078185
23,110	-0,078514
23,318	-0,078514
23,526	-0,078843
23,734	-0,079172
23,942	-0,080158
24,151	-0,081145
24,359	-0,081474
24,567	-0,081145
24,776	-0,082460
24,984	-0,082789
25,192	-0,082789
25,401	-0,083118
25,610	-0,083776
25,818	-0,084434
26,026	-0,087065
26,234	-0,086736
26,442	-0,087394
26,650	-0,088051
26,858	-0,088051
27,067	-0,088380
27,275	-0,088709
27,483	-0,089367
27,691	-0,090682
27,900	-0,090025
28,108	-0,091011
28,317	-0,090682
28,525	-0,091669
28,733	-0,091998
28,941	-0,091998
29,150	-0,093313
29,358	-0,093971
29,566	-0,093971
29,774	-0,094629
29,982	-0,095616
30,190	-0,095944
30,399	-0,096273
30,607	-0,097260
30,816	-0,097260
31,024	-0,098247
31,231	-0,098575
31,439	-0,098575
31,647	-0,099891
31,855	-0,099562
32,063	-0,100549
32,271	-0,100549
32,480	-0,101864
32,688	-0,102193
32,896	-0,102193
33,105	-0,102522
33,313	-0,103509
33,522	-0,103509
33,730	-0,103838
33,938	-0,104495
34,147	-0,104824
34,356	-0,105153
34,565	-0,105153
34,774	-0,105153
34,982	-0,105811
35,191	-0,106140
35,400	-0,107126
35,608	-0,107126
35,816	-0,108113
36,024	-0,108771
36,232	-0,108442
36,441	-0,109100
36,650	-0,108771
36,859	-0,110415
37,067	-0,110744
37,276	-0,111402
37,484	-0,111073
37,693	-0,111402
37,902	-0,111731
38,110	-0,111731
38,318	-0,112717
38,527	-0,112388
38,735	-0,112717
38,944	-0,113046
39,152	-0,113704
39,360	-0,113046
39,568	-0,114362
39,776	-0,114362
39,984	-0,114691
40,192	-0,114691
40,401	-0,115677
40,609	-0,115677
40,818	-0,116993
41,026	-0,117322
41,233	-0,116006
41,441	-0,117322
41,650	-0,117322
41,858	-0,118308
42,066	-0,118308
42,274	-0,118966
42,482	-0,119295
42,690	-0,118966
42,898	-0,119953
43,106	-0,120281
43,315	-0,120281
43,523	-0,121268
43,731	-0,121597
43,939	-0,122255
44,147	-0,120939
44,355	-0,121597
44,563	-0,121926
44,771	-0,122913
44,979	-0,123570
45,188	-0,122913
45,396	-0,123899
45,604	-0,123899
45,813	-0,123899
46,021	-0,124886
46,229	-0,125215
46,438	-0,125215
46,646	-0,125544
46,853	-0,125872
47,061	-0,126201
47,269	-0,126201
47,477	-0,126201
47,685	-0,126530
47,893	-0,127188
48,102	-0,127188
48,310	-0,128503
48,519	-0,127846
48,727	-0,128832
48,935	-0,082132
49,145	0,447364
49,353	1,530033
49,561	1,948039
49,769	1,934555
49,978	1,907258
50,186	1,927648
50,394	1,941790
50,603	1,942448
50,811	1,947052
51,019	1,953301
51,227	1,961852
51,435	1,971718
51,643	1,970731
51,851	1,976980
52,059	1,978953
52,267	1,986189
52,475	1,992108
52,683	1,993753
52,891	1,999673
53,099	2,001975
