19.06.2025; 02:58; Start Datenerfassung

Zeit	Ausgangsspannung Br�ckenverst�rker
[s]	[V]
0,000	0,002061
0,208	0,000746
0,417	0,000088
0,625	0,000088
0,833	-0,001227
1,041	-0,000241
1,249	-0,001556
1,457	-0,001227
1,666	-0,001227
1,875	-0,002543
2,083	-0,002872
2,291	-0,002543
2,499	-0,002872
2,708	-0,005174
2,916	-0,004845
3,124	-0,005174
3,332	-0,004845
3,541	-0,005503
3,749	-0,005174
3,957	-0,007147
4,165	-0,006818
4,373	-0,007147
4,581	-0,007147
4,790	-0,007476
4,998	-0,008134
5,208	-0,008463
5,416	-0,009120
5,624	-0,009449
5,832	-0,009778
6,041	-0,009778
6,250	-0,009778
6,458	-0,011423
6,666	-0,010765
6,875	-0,012080
7,083	-0,012409
7,291	-0,012080
7,499	-0,012738
7,708	-0,012738
7,917	-0,013067
8,125	-0,014711
8,334	-0,013396
8,543	-0,014711
8,752	-0,014054
8,960	-0,015040
9,168	-0,015698
9,377	-0,015698
9,585	-0,016356
9,794	-0,016685
10,002	-0,016356
10,210	-0,016356
10,418	-0,018000
10,626	-0,017671
10,834	-0,017671
11,042	-0,018987
11,250	-0,019316
11,458	-0,018329
11,666	-0,018329
11,874	-0,019316
12,083	-0,019316
12,291	-0,020302
12,499	-0,020631
12,708	-0,020960
12,916	-0,021618
13,124	-0,022276
13,333	-0,021947
13,542	-0,021947
13,751	-0,022933
13,959	-0,022604
14,168	-0,023262
14,376	-0,022933
14,584	-0,023920
14,792	-0,023920
15,001	-0,023262
15,210	-0,023591
15,418	-0,025893
15,626	-0,024578
15,834	-0,025564
16,042	-0,025564
16,250	-0,026222
16,459	-0,026880
16,668	-0,026880
16,876	-0,027209
17,084	-0,027538
17,293	-0,028524
17,501	-0,027538
17,710	-0,028524
17,918	-0,029511
18,126	-0,028853
18,334	-0,029182
18,543	-0,030498
18,751	-0,030826
18,959	-0,030169
19,168	-0,031484
19,376	-0,031484
19,584	-0,031813
19,792	-0,033129
20,000	-0,032142
20,208	-0,033129
20,417	-0,033457
20,625	-0,033129
20,833	-0,033129
21,042	-0,032800
21,250	-0,034444
21,459	-0,034444
21,668	-0,035431
21,876	-0,036088
22,084	-0,035431
22,293	-0,035102
22,501	-0,035760
22,710	-0,036746
22,919	-0,035431
23,127	-0,036417
23,335	-0,037733
23,543	-0,037733
23,751	-0,037733
23,959	-0,038062
24,167	-0,037733
24,375	-0,039377
24,583	-0,039048
24,792	-0,040035
25,001	-0,039048
25,211	-0,040693
25,419	-0,040364
25,627	-0,040364
25,835	-0,041351
26,043	-0,040035
26,251	-0,040693
26,460	-0,042008
26,669	-0,042008
26,877	-0,042008
