19.06.2025; 04:45; Start Datenerfassung

Zeit	Ausgangsspannung Br�ckenverst�rker
[s]	[V]
0,001	-0,063385
0,209	-0,067332
0,418	-0,070621
0,626	-0,071607
0,834	-0,076541
1,042	-0,078514
1,251	-0,082460
1,459	-0,083118
1,667	-0,087722
1,875	-0,092327
2,083	-0,094300
2,291	-0,097589
2,499	-0,101207
2,708	-0,101864
2,916	-0,107455
3,124	-0,108771
3,332	-0,110744
3,540	-0,113046
3,748	-0,117979
3,956	-0,118966
4,165	-0,121926
4,373	-0,124886
4,581	-0,130806
4,789	-0,133108
4,997	-0,134094
5,205	-0,138370
5,413	-0,143632
5,621	-0,143961
5,829	-0,145276
6,038	-0,149881
6,246	-0,152512
6,454	-0,154156
6,662	-0,156458
6,870	-0,161391
7,078	-0,162707
7,286	-0,165009
7,494	-0,168956
7,702	-0,172244
7,910	-0,173560
8,118	-0,176191
8,327	-0,181124
8,535	-0,182768
8,744	-0,182768
8,952	-0,188031
9,160	-0,189017
9,368	-0,192964
9,576	-0,196581
9,784	-0,199541
9,993	-0,201515
10,201	-0,205461
10,409	-0,205132
10,618	-0,210394
10,827	-0,212368
11,035	-0,214999
11,243	-0,218287
11,451	-0,220261
11,659	-0,225523
11,867	-0,224536
12,075	-0,228154
12,283	-0,232100
12,491	-0,232758
12,700	-0,237362
12,908	-0,239993
13,116	-0,239993
13,324	-0,243940
13,532	-0,246242
13,740	-0,249202
13,949	-0,253477
14,158	-0,256437
14,367	-0,257753
14,576	-0,261042
14,784	-0,264002
14,992	-0,266633
15,201	-0,270908
15,409	-0,272552
15,617	-0,277157
15,825	-0,277157
16,033	-0,282419
16,242	-0,285050
16,450	-0,286036
16,659	-0,289325
16,868	-0,292285
17,076	-0,293930
17,284	-0,296890
17,492	-0,298863
17,700	-0,300178
17,908	-0,306098
18,116	-0,308729
18,324	-0,309387
18,533	-0,312018
18,741	-0,317938
18,949	-0,319582
19,157	-0,321227
19,365	-0,326160
19,573	-0,327475
19,781	-0,331093
19,989	-0,333066
20,197	-0,336684
20,405	-0,338328
20,613	-0,340302
20,821	-0,346221
21,029	-0,346550
21,237	-0,350168
21,445	-0,352141
21,654	-0,355101
21,862	-0,355101
22,071	-0,359705
22,279	-0,362994
22,487	-0,363652
22,695	-0,239993
22,903	0,517415
23,112	1,521154
23,321	2,197329
23,529	2,961644
23,737	3,430626
23,945	3,623349
24,153	3,661171
24,361	3,694059
24,569	3,720369
24,778	3,738128
24,986	3,754243
25,195	3,765096
25,403	3,777923
25,611	3,791407
25,819	3,796669
26,027	3,805549
26,235	3,811797
26,443	3,818046
26,651	3,823308
26,859	3,831201
27,067	3,839094
27,276	3,840410
27,485	3,843041
27,693	3,848303
27,901	3,853565
28,110	3,857512
28,318	3,861458
28,526	3,860143
28,735	3,864418
28,944	3,867707
29,153	3,870667
29,361	3,871982
29,570	3,873298
29,779	3,876258
29,988	3,877573
30,197	3,878560
30,405	3,881191
30,613	3,879547
30,822	3,880533
31,030	3,882835
31,238	3,884480
31,446	3,882835
31,655	3,882835
31,864	3,883493
32,072	3,885138
32,280	3,884809
32,489	3,887440
32,698	3,887769
32,906	3,884809
33,114	3,884480
33,322	3,885795
33,530	3,885795
33,738	3,885795
33,946	3,884151
34,154	3,885466
34,362	3,883493
