19.06.2025; 03:37; Start Datenerfassung

Zeit	Ausgangsspannung Br�ckenverst�rker
[s]	[V]
0,000	-0,014054
0,209	-0,014054
0,417	-0,016356
0,625	-0,016685
0,834	-0,018987
1,043	-0,020302
1,252	-0,020302
1,460	-0,021289
1,668	-0,022276
1,877	-0,022933
2,085	-0,024578
2,293	-0,025564
2,501	-0,027866
2,709	-0,028853
2,917	-0,028195
3,125	-0,030169
3,333	-0,030826
3,541	-0,034444
3,750	-0,033457
3,958	-0,033129
4,167	-0,035431
4,375	-0,036088
4,583	-0,035760
4,791	-0,038391
5,000	-0,038719
5,211	-0,039377
5,419	-0,041022
5,627	-0,041679
5,835	-0,044639
6,043	-0,044639
6,252	-0,045955
6,460	-0,046941
6,668	-0,048915
6,876	-0,049244
7,085	-0,049901
7,293	-0,050230
7,501	-0,051546
7,709	-0,054177
7,917	-0,053190
8,126	-0,055492
8,334	-0,056808
8,542	-0,055821
8,750	-0,057794
8,958	-0,057466
9,166	-0,060754
9,374	-0,061412
9,582	-0,061412
9,790	-0,062070
9,999	-0,063057
10,208	-0,064043
10,416	-0,066345
10,624	-0,064372
10,831	-0,067661
11,040	-0,068319
11,249	-0,068976
11,458	-0,070950
11,666	-0,069634
11,875	-0,072923
12,083	-0,074567
12,292	-0,074567
12,500	-0,074238
12,708	-0,076212
12,916	-0,077527
13,124	-0,077198
13,331	-0,078843
13,539	-0,078514
13,747	-0,079172
13,955	-0,079500
14,163	-0,080158
14,372	-0,081474
14,580	-0,083776
14,788	-0,084763
14,997	-0,084105
15,207	-0,087065
15,416	-0,087394
15,624	-0,088380
15,832	-0,091011
16,040	-0,091011
16,248	-0,091669
16,456	-0,092327
16,664	-0,092985
16,873	-0,092985
17,080	-0,094629
17,288	-0,097260
17,496	-0,094629
17,704	-0,095616
17,912	-0,096931
18,120	-0,098575
18,328	-0,102193
18,537	-0,101864
18,746	-0,101864
18,955	-0,100878
19,164	-0,104166
19,371	-0,106797
19,579	-0,105482
19,787	-0,108442
19,996	-0,106469
20,204	-0,107455
20,412	-0,109428
20,620	-0,107784
20,827	-0,111073
21,035	-0,111073
21,243	-0,112717
21,452	-0,115019
21,661	-0,112717
21,869	-0,114362
22,077	-0,114362
22,285	-0,116006
22,494	-0,116335
22,702	-0,118637
22,910	-0,120281
23,118	-0,120610
23,327	-0,121597
23,535	-0,122913
23,743	-0,122255
23,951	-0,123241
24,159	-0,124557
24,367	-0,124886
24,575	-0,127846
24,783	-0,128175
24,991	-0,129161
25,200	-0,111073
25,408	-0,090353
25,617	-0,089367
25,826	0,083295
26,034	0,631536
26,242	1,184053
26,451	1,396508
26,659	1,470506
26,868	1,435645
27,076	1,402428
27,285	1,442223
27,493	1,446827
27,702	1,484319
27,910	1,504710
28,118	1,477084
28,326	1,731965
28,534	1,652705
28,742	1,650732
28,950	1,595809
29,158	1,575090
29,366	1,504381
29,575	1,369869
29,784	1,353754
29,992	1,372829
30,200	1,480044
30,408	1,330075
30,617	1,335337
30,825	1,305738
31,033	1,403744
31,241	1,223847
31,449	1,251144
31,657	1,166951
31,865	1,180764
32,073	1,306724
32,281	1,089335
32,489	1,144916
32,697	1,042963
32,906	1,147218
33,115	1,142614
33,323	1,161031
33,531	1,072234
33,740	1,075523
33,949	1,067301
34,158	1,240949
34,366	1,220558
34,574	1,073220
34,783	1,054145
34,992	1,026191
35,200	1,062367
35,409	1,149191
35,617	1,197865
35,826	1,030795
36,034	1,025862
36,242	1,026191
36,450	1,114659
36,658	1,169582
36,866	1,085389
37,074	1,012378
